Datetime,Open,High,Low,Close,Adj Close,Volume
2020-07-22 09:30:00-04:00,319.79998779296875,325.28399658203125,316.6399841308594,318.32000732421875,318.32000732421875,1639907
2020-07-22 09:45:00-04:00,318.39801025390625,321.89801025390625,317.6201171875,320.7659912109375,320.7659912109375,562159
2020-07-22 10:00:00-04:00,320.7980041503906,321.7959899902344,318.5642395019531,319.7560119628906,319.7560119628906,425523
2020-07-22 10:15:00-04:00,319.81201171875,320.20001220703125,317.0,317.35198974609375,317.35198974609375,357633
2020-07-22 10:30:00-04:00,317.17401123046875,318.9700012207031,316.6001892089844,317.20001220703125,317.20001220703125,308357
2020-07-22 10:45:00-04:00,317.4643249511719,317.77801513671875,312.3999938964844,314.8219909667969,314.8219909667969,613666
2020-07-22 11:00:00-04:00,314.8919982910156,315.97198486328125,312.9100036621094,313.32598876953125,313.32598876953125,364568
2020-07-22 11:15:00-04:00,313.33270263671875,316.8379821777344,313.2440185546875,316.8340148925781,316.8340148925781,333205
2020-07-22 11:30:00-04:00,316.9540100097656,318.79998779296875,316.32452392578125,317.6499938964844,317.6499938964844,484279
2020-07-22 11:45:00-04:00,317.59600830078125,318.3999938964844,316.22198486328125,316.62200927734375,316.62200927734375,244154
2020-07-22 12:00:00-04:00,316.76397705078125,317.197998046875,314.8240051269531,316.8000183105469,316.8000183105469,255909
2020-07-22 12:15:00-04:00,316.84161376953125,317.9539794921875,316.04119873046875,317.5950012207031,317.5950012207031,249236
2020-07-22 12:30:00-04:00,317.6119689941406,317.82196044921875,316.79998779296875,317.40802001953125,317.40802001953125,142650
2020-07-22 12:45:00-04:00,317.40802001953125,317.4280090332031,315.7391052246094,317.0260009765625,317.0260009765625,167074
2020-07-22 13:00:00-04:00,316.9960021972656,317.42999267578125,316.5,317.1159973144531,317.1159973144531,155990
2020-07-22 13:15:00-04:00,317.16998291015625,317.9540100097656,316.912841796875,317.53997802734375,317.53997802734375,200801
2020-07-22 13:30:00-04:00,317.6000061035156,317.8580017089844,316.2610168457031,317.1709899902344,317.1709899902344,220724
2020-07-22 13:45:00-04:00,317.343994140625,317.6000061035156,315.1199951171875,315.4000244140625,315.4000244140625,235676
2020-07-22 14:00:00-04:00,315.5491638183594,316.17999267578125,315.0220031738281,315.69134521484375,315.69134521484375,223055
2020-07-22 14:15:00-04:00,315.697998046875,316.30999755859375,314.41802978515625,315.2760009765625,315.2760009765625,184661
2020-07-22 14:30:00-04:00,315.32598876953125,316.93402099609375,314.02203369140625,316.84918212890625,316.84918212890625,296542
2020-07-22 14:45:00-04:00,316.8059997558594,321.31597900390625,316.1679992675781,320.2920227050781,320.2920227050781,677980
2020-07-22 15:00:00-04:00,320.4006652832031,323.5479736328125,320.3340148925781,323.3320007324219,323.3320007324219,875870
2020-07-22 15:15:00-04:00,323.3139953613281,323.3139953613281,318.2040100097656,318.2040100097656,318.2040100097656,690231
2020-07-22 15:30:00-04:00,318.1820068359375,321.0,318.0580139160156,320.7071838378906,320.7071838378906,571932
2020-07-22 15:45:00-04:00,320.7179870605469,320.94000244140625,316.90399169921875,318.1159973144531,318.1159973144531,879595
2020-07-23 09:30:00-04:00,335.78997802734375,337.79998779296875,322.20001220703125,323.44000244140625,323.44000244140625,3232531
2020-07-23 09:45:00-04:00,323.6165771484375,326.9580078125,317.6520080566406,321.08599853515625,321.08599853515625,1668143
2020-07-23 10:00:00-04:00,321.2408447265625,323.70001220703125,310.3699951171875,311.98846435546875,311.98846435546875,1682426
2020-07-23 10:15:00-04:00,311.8240051269531,321.0879821777344,311.3280029296875,320.0169982910156,320.0169982910156,1417840
2020-07-23 10:30:00-04:00,319.8329772949219,323.20001220703125,318.6000061035156,322.87200927734375,322.87200927734375,879757
2020-07-23 10:45:00-04:00,322.85101318359375,324.843994140625,319.79998779296875,320.1340026855469,320.1340026855469,909000
2020-07-23 11:00:00-04:00,320.3550109863281,321.7980041503906,316.9788818359375,321.08001708984375,321.08001708984375,734481
2020-07-23 11:15:00-04:00,321.3995056152344,321.59600830078125,318.0,318.64599609375,318.64599609375,456804
2020-07-23 11:30:00-04:00,318.7439880371094,319.43597412109375,316.8000183105469,317.7460021972656,317.7460021972656,426366
2020-07-23 11:45:00-04:00,317.9123840332031,320.30401611328125,316.4639892578125,316.77398681640625,316.77398681640625,417987
2020-07-23 12:00:00-04:00,316.6969909667969,316.9639892578125,314.7200012207031,315.7850036621094,315.7850036621094,581061
2020-07-23 12:15:00-04:00,315.6600036621094,316.0179748535156,311.33770751953125,312.885986328125,312.885986328125,728626
2020-07-23 12:30:00-04:00,312.76800537109375,313.7760009765625,304.6659851074219,306.78900146484375,306.78900146484375,1268317
2020-07-23 12:45:00-04:00,306.8764953613281,309.6000061035156,305.1199951171875,308.2460021972656,308.2460021972656,700443
2020-07-23 13:00:00-04:00,308.03204345703125,311.197998046875,307.6040344238281,311.1199645996094,311.1199645996094,581610
2020-07-23 13:15:00-04:00,311.0299987792969,311.49798583984375,302.89398193359375,306.3289489746094,306.3289489746094,861344
2020-07-23 13:30:00-04:00,306.0,306.1919860839844,302.3999938964844,304.6888732910156,304.6888732910156,675074
2020-07-23 13:45:00-04:00,304.6300048828125,307.0780029296875,301.7760009765625,304.0,304.0,756858
2020-07-23 14:00:00-04:00,304.0,304.40399169921875,296.15399169921875,298.0740051269531,298.0740051269531,1273267
2020-07-23 14:15:00-04:00,298.3979797363281,301.79998779296875,296.6080017089844,300.0780029296875,300.0780029296875,859454
2020-07-23 14:30:00-04:00,299.8320007324219,302.9463806152344,298.4540100097656,302.1000061035156,302.1000061035156,713548
2020-07-23 14:45:00-04:00,301.9259948730469,305.6659851074219,300.926025390625,304.01300048828125,304.01300048828125,719513
2020-07-23 15:00:00-04:00,304.09197998046875,306.39801025390625,301.2269592285156,302.41998291015625,302.41998291015625,626007
2020-07-23 15:15:00-04:00,302.0639953613281,304.9939880371094,302.06201171875,304.0040283203125,304.0040283203125,434026
2020-07-23 15:30:00-04:00,304.18402099609375,306.1600036621094,302.54400634765625,304.2959899902344,304.2959899902344,527931
2020-07-23 15:45:00-04:00,304.0920104980469,304.5959777832031,300.52801513671875,302.79998779296875,302.79998779296875,765316
2020-07-24 09:30:00-04:00,283.2019958496094,286.8159484863281,275.20001220703125,280.1669921875,280.1669921875,3484174
2020-07-24 09:45:00-04:00,280.0559997558594,282.59600830078125,273.3080139160156,281.82598876953125,281.82598876953125,1844051
2020-07-24 10:00:00-04:00,281.802001953125,284.78997802734375,280.4519958496094,281.802001953125,281.802001953125,1299989
2020-07-24 10:15:00-04:00,281.9540100097656,289.1300048828125,281.3919982910156,289.01898193359375,289.01898193359375,1326557
2020-07-24 10:30:00-04:00,289.0,289.3379821777344,283.14398193359375,286.3760070800781,286.3760070800781,939206
2020-07-24 10:45:00-04:00,286.74200439453125,291.59796142578125,285.20001220703125,291.344970703125,291.344970703125,901087
2020-07-24 11:00:00-04:00,291.4294738769531,293.0,288.6470031738281,289.50201416015625,289.50201416015625,1047885
2020-07-24 11:15:00-04:00,289.69000244140625,290.7940368652344,287.35198974609375,289.20001220703125,289.20001220703125,687262
2020-07-24 11:30:00-04:00,289.1029357910156,289.1310119628906,285.10198974609375,287.2997131347656,287.2997131347656,535659
2020-07-24 11:45:00-04:00,287.3919982910156,287.79998779296875,285.20001220703125,287.79998779296875,287.79998779296875,339722
2020-07-24 12:00:00-04:00,287.79998779296875,287.96795654296875,283.69598388671875,283.69598388671875,283.69598388671875,400391
2020-07-24 12:15:00-04:00,283.6620178222656,287.0,283.57000732421875,286.7027893066406,286.7027893066406,387844
2020-07-24 12:30:00-04:00,286.8500061035156,287.3999938964844,284.7980041503906,284.94683837890625,284.94683837890625,330939
2020-07-24 12:45:00-04:00,285.08197021484375,286.1360168457031,284.3999938964844,285.2783508300781,285.2783508300781,262635
2020-07-24 13:00:00-04:00,285.3999938964844,286.4120178222656,282.1000061035156,282.1000061035156,282.1000061035156,427624
2020-07-24 13:15:00-04:00,282.21600341796875,284.1759948730469,280.78179931640625,283.9700012207031,283.9700012207031,438500
2020-07-24 13:30:00-04:00,283.72198486328125,286.99798583984375,283.51800537109375,286.20172119140625,286.20172119140625,414639
2020-07-24 13:45:00-04:00,286.11199951171875,288.3999938964844,286.010009765625,286.5,286.5,383094
2020-07-24 14:00:00-04:00,286.5899963378906,290.4259948730469,286.29998779296875,289.08001708984375,289.08001708984375,504928
2020-07-24 14:15:00-04:00,289.1600036621094,290.12799072265625,287.2440185546875,290.12799072265625,290.12799072265625,359381
2020-07-24 14:30:00-04:00,290.04388427734375,290.072998046875,287.1000061035156,287.5379943847656,287.5379943847656,328344
2020-07-24 14:45:00-04:00,287.3999938964844,287.98797607421875,285.0679931640625,286.4805908203125,286.4805908203125,363506
2020-07-24 15:00:00-04:00,286.3999938964844,288.3800048828125,285.70599365234375,287.3340148925781,287.3340148925781,370342
2020-07-24 15:15:00-04:00,287.4172058105469,287.5870361328125,284.30401611328125,284.54998779296875,284.54998779296875,431429
2020-07-24 15:30:00-04:00,284.5580139160156,286.1780090332031,283.37200927734375,284.33599853515625,284.33599853515625,500029
2020-07-24 15:45:00-04:00,284.41497802734375,285.16998291015625,282.9580078125,283.11199951171875,283.11199951171875,778236
2020-07-27 09:30:00-04:00,287.1090087890625,288.79998779296875,282.60003662109375,287.56298828125,287.56298828125,1461595
2020-07-27 09:45:00-04:00,287.58001708984375,295.99798583984375,286.6659851074219,295.91326904296875,295.91326904296875,1198159
2020-07-27 10:00:00-04:00,295.7120056152344,296.0,291.25,291.9159851074219,291.9159851074219,834495
2020-07-27 10:15:00-04:00,291.91998291015625,293.8659973144531,288.7799987792969,291.2980041503906,291.2980041503906,661256
2020-07-27 10:30:00-04:00,291.2120056152344,294.0,289.8999938964844,292.20001220703125,292.20001220703125,493964
2020-07-27 10:45:00-04:00,292.3979797363281,293.79998779296875,291.57000732421875,292.5228271484375,292.5228271484375,349515
2020-07-27 11:00:00-04:00,292.4723205566406,292.63800048828125,289.0,289.1820068359375,289.1820068359375,334662
2020-07-27 11:15:00-04:00,289.169921875,289.7079772949219,285.2659912109375,285.96063232421875,285.96063232421875,595445
2020-07-27 11:30:00-04:00,285.92999267578125,287.5259704589844,283.2560119628906,286.82073974609375,286.82073974609375,624856
2020-07-27 11:45:00-04:00,286.593994140625,289.0580139160156,286.2005615234375,288.26202392578125,288.26202392578125,415294
2020-07-27 12:00:00-04:00,288.17803955078125,290.1260070800781,287.89599609375,289.7248229980469,289.7248229980469,269970
2020-07-27 12:15:00-04:00,289.78997802734375,290.2953796386719,288.163330078125,288.23602294921875,288.23602294921875,229872
2020-07-27 12:30:00-04:00,288.31201171875,292.6000061035156,288.04998779296875,291.583251953125,291.583251953125,368044
2020-07-27 12:45:00-04:00,291.5260314941406,292.197998046875,290.3999938964844,291.8500061035156,291.8500061035156,198506
2020-07-27 13:00:00-04:00,291.976806640625,292.6559753417969,291.20001220703125,292.385986328125,292.385986328125,213848
2020-07-27 13:15:00-04:00,292.20001220703125,294.79998779296875,292.20001220703125,294.70599365234375,294.70599365234375,391999
2020-07-27 13:30:00-04:00,294.72601318359375,295.72601318359375,292.96002197265625,295.6000061035156,295.6000061035156,404396
2020-07-27 13:45:00-04:00,295.6000061035156,296.53997802734375,294.06402587890625,296.4366760253906,296.4366760253906,473076
2020-07-27 14:00:00-04:00,296.4772644042969,301.0,296.4320373535156,300.1345520019531,300.1345520019531,892485
2020-07-27 14:15:00-04:00,300.1819152832031,300.7699890136719,297.60198974609375,299.60736083984375,299.60736083984375,647234
2020-07-27 14:30:00-04:00,299.6679992675781,300.37396240234375,298.4131774902344,300.3659973144531,300.3659973144531,326890
2020-07-27 14:45:00-04:00,300.2659912109375,302.719970703125,298.66400146484375,301.29998779296875,301.29998779296875,616256
2020-07-27 15:00:00-04:00,301.39996337890625,305.2139892578125,301.02001953125,304.7499694824219,304.7499694824219,727625
2020-07-27 15:15:00-04:00,304.75,308.1000061035156,304.0,307.79998779296875,307.79998779296875,711199
2020-07-27 15:30:00-04:00,307.7139892578125,309.5879821777344,306.54998779296875,307.9519958496094,307.9519958496094,926801
2020-07-27 15:45:00-04:00,307.99200439453125,308.79998779296875,305.20001220703125,307.98199462890625,307.98199462890625,891984
2020-07-28 09:30:00-04:00,300.79998779296875,304.1952209472656,298.3999938964844,302.3999938964844,302.3999938964844,1519104
2020-07-28 09:45:00-04:00,302.3999938964844,303.38800048828125,295.5199890136719,299.20001220703125,299.20001220703125,1148775
2020-07-28 10:00:00-04:00,299.21002197265625,302.25201416015625,298.71002197265625,301.6827392578125,301.6827392578125,760353
2020-07-28 10:15:00-04:00,301.8699951171875,306.46197509765625,301.56597900390625,304.9620056152344,304.9620056152344,922395
2020-07-28 10:30:00-04:00,305.0379943847656,305.1600036621094,301.89202880859375,303.0,303.0,593610
2020-07-28 10:45:00-04:00,302.94439697265625,304.3843078613281,301.01800537109375,304.10699462890625,304.10699462890625,483943
2020-07-28 11:00:00-04:00,303.9580078125,304.45001220703125,302.0899963378906,304.20001220703125,304.20001220703125,336154
2020-07-28 11:15:00-04:00,304.29693603515625,308.15802001953125,304.03997802734375,307.3999938964844,307.3999938964844,691914
2020-07-28 11:30:00-04:00,307.4230041503906,312.94000244140625,307.4140625,309.70001220703125,309.70001220703125,1109549
2020-07-28 11:45:00-04:00,309.67999267578125,310.7760009765625,307.79998779296875,308.24798583984375,308.24798583984375,626082
2020-07-28 12:00:00-04:00,308.3059997558594,308.3699951171875,304.73199462890625,305.0,305.0,746781
2020-07-28 12:15:00-04:00,304.95599365234375,307.2439880371094,303.88800048828125,306.53460693359375,306.53460693359375,478627
2020-07-28 12:30:00-04:00,306.59600830078125,308.9840087890625,305.6000061035156,308.18402099609375,308.18402099609375,449831
2020-07-28 12:45:00-04:00,308.18402099609375,309.38800048828125,307.6020202636719,307.9360046386719,307.9360046386719,391074
2020-07-28 13:00:00-04:00,307.9939880371094,308.0899963378906,302.6260070800781,303.50018310546875,303.50018310546875,512475
2020-07-28 13:15:00-04:00,303.6319885253906,305.3999938964844,302.3319091796875,304.8340148925781,304.8340148925781,398890
2020-07-28 13:30:00-04:00,304.67791748046875,305.1000061035156,300.4700012207031,301.0511474609375,301.0511474609375,390558
2020-07-28 13:45:00-04:00,301.13800048828125,304.71466064453125,301.052001953125,303.20001220703125,303.20001220703125,361310
2020-07-28 14:00:00-04:00,303.0681457519531,303.0719909667969,300.4100036621094,301.6000061035156,301.6000061035156,396776
2020-07-28 14:15:00-04:00,301.4620056152344,302.88201904296875,300.20001220703125,300.61199951171875,300.61199951171875,258623
2020-07-28 14:30:00-04:00,300.5566101074219,301.5580139160156,298.68798828125,300.40802001953125,300.40802001953125,526898
2020-07-28 14:45:00-04:00,300.38067626953125,303.26995849609375,299.3139953613281,302.260009765625,302.260009765625,410397
2020-07-28 15:00:00-04:00,302.2919921875,302.7179870605469,299.1424255371094,299.20001220703125,299.20001220703125,338480
2020-07-28 15:15:00-04:00,299.20001220703125,300.3481750488281,297.8919982910156,298.61199951171875,298.61199951171875,472573
2020-07-28 15:30:00-04:00,298.6399841308594,299.91998291015625,298.0,298.80401611328125,298.80401611328125,388311
2020-07-28 15:45:00-04:00,298.989990234375,299.73602294921875,294.8840026855469,295.07000732421875,295.07000732421875,848611
2020-07-29 09:30:00-04:00,300.20001220703125,303.77325439453125,298.20001220703125,298.98199462890625,298.98199462890625,992222
2020-07-29 09:45:00-04:00,299.15399169921875,301.70098876953125,297.3999938964844,301.17999267578125,301.17999267578125,570540
2020-07-29 10:00:00-04:00,301.20001220703125,302.79998779296875,299.5,300.91998291015625,300.91998291015625,464225
2020-07-29 10:15:00-04:00,300.78399658203125,301.2959899902344,298.6000061035156,299.302001953125,299.302001953125,360019
2020-07-29 10:30:00-04:00,299.49859619140625,302.36798095703125,298.88800048828125,301.8240051269531,301.8240051269531,322276
2020-07-29 10:45:00-04:00,301.9639892578125,302.0879821777344,300.1000061035156,301.5360107421875,301.5360107421875,224013
2020-07-29 11:00:00-04:00,301.552001953125,305.9859924316406,301.0220031738281,304.6705322265625,304.6705322265625,560731
2020-07-29 11:15:00-04:00,304.67730712890625,305.79998779296875,303.0360107421875,305.2980041503906,305.2980041503906,439707
2020-07-29 11:30:00-04:00,305.2610168457031,306.83001708984375,304.04998779296875,306.5140075683594,306.5140075683594,485903
2020-07-29 11:45:00-04:00,306.57598876953125,306.9620056152344,305.0299987792969,305.1360168457031,305.1360168457031,312858
2020-07-29 12:00:00-04:00,305.0159912109375,305.4939880371094,303.02850341796875,304.73638916015625,304.73638916015625,424717
2020-07-29 12:15:00-04:00,304.67474365234375,305.3500061035156,303.20001220703125,303.4280090332031,303.4280090332031,192190
2020-07-29 12:30:00-04:00,303.4928283691406,304.9277038574219,303.20001220703125,303.5929870605469,303.5929870605469,141212
2020-07-29 12:45:00-04:00,303.59600830078125,304.0999755859375,301.5249328613281,301.9907531738281,301.9907531738281,200077
2020-07-29 13:00:00-04:00,302.0096130371094,302.78997802734375,300.6261291503906,302.0387878417969,302.0387878417969,269652
2020-07-29 13:15:00-04:00,302.24456787109375,302.2516174316406,300.8999938964844,301.0205993652344,301.0205993652344,131152
2020-07-29 13:30:00-04:00,300.99298095703125,301.79998779296875,300.0303649902344,301.0409851074219,301.0409851074219,210008
2020-07-29 13:45:00-04:00,301.0,301.6000061035156,300.2300109863281,300.92401123046875,300.92401123046875,115988
2020-07-29 14:00:00-04:00,300.95098876953125,304.50799560546875,300.4501037597656,303.60162353515625,303.60162353515625,297659
2020-07-29 14:15:00-04:00,303.51800537109375,304.4360046386719,302.20001220703125,303.307861328125,303.307861328125,286548
2020-07-29 14:30:00-04:00,303.4419860839844,305.07598876953125,303.0379943847656,304.61932373046875,304.61932373046875,388014
2020-07-29 14:45:00-04:00,304.5221862792969,304.6000061035156,300.8179931640625,301.0039978027344,301.0039978027344,306496
2020-07-29 15:00:00-04:00,301.05999755859375,301.9609069824219,299.0459899902344,299.32501220703125,299.32501220703125,423094
2020-07-29 15:15:00-04:00,299.47601318359375,300.4179992675781,298.1199951171875,299.76800537109375,299.76800537109375,435482
2020-07-29 15:30:00-04:00,299.5780029296875,300.79998779296875,299.03338623046875,300.406005859375,300.406005859375,298962
2020-07-29 15:45:00-04:00,300.5,301.20001220703125,299.60601806640625,299.99798583984375,299.99798583984375,356648
2020-07-30 09:30:00-04:00,297.6000061035156,300.89599609375,294.656005859375,298.6403503417969,298.6403503417969,909394
2020-07-30 09:45:00-04:00,298.67401123046875,300.27398681640625,295.26202392578125,295.87799072265625,295.87799072265625,515087
2020-07-30 10:00:00-04:00,295.81597900390625,298.0840148925781,294.73602294921875,296.31005859375,296.31005859375,461472
